सामवेद	सामवेद-१८७५	सामवेद ऋषि-२४४	सामवेद छन्द-५०	सामवेद देवता-५७	सामवेद स्वर-८
१५२१	ओ३म् अग्ने पावक रोचिषा मन्द्रया देव जिह्वया। आ देवान्वक्षि यक्षि च॥१५२१	वसूयव आत्रेयः	गायत्री	अग्निः	षड्जः
१५२२	ओ३म् तं त्वा घृतस्नवीमहे चित्रभानो स्वर्दृशम्। देवा आ वीतये वह॥१५२२	वसूयव आत्रेयः	गायत्री	अग्निः	षड्जः
१५२३	ओ३म् वीतिहोत्रं त्वा कवे द्युमन्त समिधीमहि। अग्ने बृहन्तमध्वरे॥१५२३	वसूयव आत्रेयः	गायत्री	अग्निः	षड्जः
१५२४	ओ३म् अवा नो अग्न ऊतिभिर्गायत्रस्य प्रभर्मणि। विश्वासु धीषु वन्द्य॥१५२४	गोतमो राहूगणः	गायत्री	अग्निः	षड्जः
१५२५	ओ३म् आ नो अग्ने रयिं भर सत्रासाहं वरेण्यम्। विश्वासु पृत्सु दुष्टरम्॥१५२५	गोतमो राहूगणः	गायत्री	अग्निः	षड्जः
१५२६	ओ३म् आ नो अग्ने सुचेतुना रयिं विश्वायुपोषसम्। मार्डीकं धेहि जीवसे॥१५२६	गोतमो राहूगणः	गायत्री	अग्निः	षड्जः
१५२७	ओ३म् अग्नि हिन्वन्तु नो धिय सप्तिमाशुमिवाजिषु। तेन जेष्म धनंधनम्॥१५२७	केतुराग्नेयः	गायत्री	अग्निः	षड्जः
१५२८	ओ३म् यया गा आकरामहै सेनयाग्ने तवोत्या। तां नो हिन्व मघत्तये॥१५२८	केतुराग्नेयः	गायत्री	अग्निः	षड्जः
१५२९	ओ३म् आग्ने स्थूर रयिं भर पृथुं गोमन्तमश्विनम्। अङ्धि खं वर्तया पविम्॥१५२९	केतुराग्नेयः	गायत्री	अग्निः	षड्जः
१५३०	ओ३म् अग्ने नक्षत्रमजरमा सूर्य रोहयो दिवि। दधज्ज्योतिर्जनेभ्यः॥१५३०	केतुराग्नेयः	गायत्री	अग्निः	षड्जः
१५३१	ओ३म् अग्ने केतुर्विशामसि प्रेष्ठ श्रेष्ठ उपस्थसत्। बोधा स्तोत्रे वयो दधत्॥१५३१	केतुराग्नेयः	गायत्री	अग्निः	षड्जः
१५३२	ओ३म् अग्निर्मूर्धा दिव ककुत्पति पृथिव्या अयम्। अपा रेतासि जिन्वति॥१५३२	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१५३३	ओ३म् ईशिषे वार्यस्य हि दात्रस्याग्ने स्वपतिः। स्तोता स्यां तव शर्मणि॥१५३३	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१५३४	ओ३म् उदग्ने शुचयस्तव शुक्रा भ्राजन्त ईरते। तव ज्योतीष्यर्चय॥१५३४	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१५३५	ओ३म् कस्ते जामिर्जनानामग्ने को दाश्वध्वरः। को ह कस्मिन्नसि श्रित॥१५३५	गोतमो राहूगणः	गायत्री	अग्निः	षड्जः
१५३६	ओ३म् त्वं जामिर्जनानामग्ने मित्रो असि प्रिय। सखा सखिभ्य ईड्य॥१५३६	गोतमो राहूगणः	गायत्री	अग्निः	षड्जः
१५३७	ओ३म् यजा नो मित्रावरुणा यजा देवा ऋतं बृहत्। अग्ने यक्षि स्वं दमम्॥१५३७	गोतमो राहूगणः	गायत्री	अग्निः	षड्जः
१५३८	ओ३म् ईडेन्यो नमस्यस्तिरस्तमासि दर्शत। समग्निरिध्यते वृषा॥१५३८	विश्वामित्रो गाथिनः	गायत्री	अग्निः	षड्जः
१५३९	ओ३म् वृषो अग्नि समिध्यतेऽश्वो न देववाहनः। त हविष्मन्त ईडते॥१५३९	विश्वामित्रो गाथिनः	गायत्री	अग्निः	षड्जः
१५४०	ओ३म् वृषणं त्वा वयं वृषन्वृषण समिधीमहि। अग्ने दीद्यतं बृहत्॥१५४०	विश्वामित्रो गाथिनः	गायत्री	अग्निः	षड्जः
१५४१	ओ३म् उत्ते बृहन्तो अर्चय समिधानस्य दीदिवः। अग्ने शुक्रास ईरते॥१५४१	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१५४२	ओ३म् उप त्वा जुह्वो३मम घृताचीर्यन्तु हर्यत। अग्ने हव्या जुषस्व नः॥१५४२	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१५४३	ओ३म् मन्द्र होतारमृत्विजं चित्रभानुं विभावसुम्। अग्निमीडे स उ श्रवत्॥१५४३	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१५४९	ओ३म् कया ते अग्ने अङ्गिर ऊर्जो नपादुपस्तुतिम्। वराय देव मन्यवे॥१५४९	उशना काव्यः	गायत्री	अग्निः	षड्जः
१५५०	ओ३म् दाशेम कस्य मनसा यज्ञस्य सहसो यहो। कदु वोच इदं नम॥१५५०	उशना काव्यः	गायत्री	अग्निः	षड्जः
१५५१	ओ३म् अधा त्व हि नस्करो विश्वा अस्मभ्य सुक्षिती। वाजद्रविणसो गिर॥१५५१	उशना काव्यः	गायत्री	अग्निः	षड्जः
१५५६	ओ३म् अदाभ्यः पुरएता विशामग्निर्मानुषीणाम्। तूर्णी रथ सदा नव॥१५५६	विश्वामित्रो गाथिनः	गायत्री	अग्निः	षड्जः
१५५७	ओ३म् अभि प्रयासि वाहसा दाश्वा अश्नोति मर्त्य। क्षयं पावकशोचिषः॥१५५७	विश्वामित्रो गाथिनः	गायत्री	अग्निः	षड्जः
१५५८	ओ३म् साह्वान्विश्वा अभियुज क्रतुर्देवानाममृक्तः। अग्निस्तुविश्रवस्तमः॥१५५८	विश्वामित्रो गाथिनः	गायत्री	अग्निः	षड्जः
१५६५	ओ३म् यं जनासो हविष्मन्तो मित्रं न सर्पिरासुतिम्। प्रशसन्ति प्रशस्तिभिः॥१५६५	गोपवन आत्रेयः	अनुष्टुम्मुखः प्रगाथः (गायत्री)	अग्निः	षड्जः
१५६६	ओ३म् पन्यासं जातवेदसं यो देवतात्युद्यता। हव्यान्यैरयद्दिवि॥१५६६	गोपवन आत्रेयः	अनुष्टुम्मुखः प्रगाथः (गायत्री)	अग्निः	षड्जः
१५७०	ओ३म् उप त्वा जामयो गिरो देदिशतीर्हविष्कृत। वायोरनीके अस्थिरन्॥१५७०	प्रयोगो भार्गवः पावकोऽग्निर्बार्हस्पत्यो वा गृहपति-यविष्ठौ सहसः पुत्रवान्यतरो वा	गायत्री	अग्निः	षड्जः
१५७१	ओ३म् यस्य त्रिधात्ववृतं बर्हिस्तस्थावसन्दिनम्। आपश्चिन्नि दधा पदम्॥१५७१	प्रयोगो भार्गवः पावकोऽग्निर्बार्हस्पत्यो वा गृहपति-यविष्ठौ सहसः पुत्रवान्यतरो वा	गायत्री	अग्निः	षड्जः
१५७२	ओ३म् पदं देवस्य मीढुषोऽनाधृष्टाभिरूतिभि। भद्रा सूर्य इवोपदृक्॥१५७२	प्रयोगो भार्गवः पावकोऽग्निर्बार्हस्पत्यो वा गृहपति-यविष्ठौ सहसः पुत्रवान्यतरो वा	गायत्री	अग्निः	षड्जः
१५७५	ओ३म् प्र वामर्चन्त्युक्थिनो नीथाविदो जरितार। इन्द्राग्नी इष आ वृणे॥१५७५	विश्वामित्रो गाथिनः	गायत्री	इन्द्राग्नी	षड्जः
१५७६	ओ३म् इन्द्राग्नी नवतिं पुरो दासपत्नीरधूनुतम्। साकमेकेन कर्मणा॥१५७६	विश्वामित्रो गाथिनः	गायत्री	इन्द्राग्नी	षड्जः
१५७७	ओ३म् इन्द्राग्नी अपसस्पर्युप प्र यन्ति धीतय। ऋतस्य पथ्या३ अनु॥१५७७	विश्वामित्रो गाथिनः	गायत्री	इन्द्राग्नी	षड्जः
१५७८	ओ३म् इन्द्राग्नी तविषाणी वा सधस्थानि प्रयासि च। युवोरप्तूर्य हितम्॥१५७८	विश्वामित्रो गाथिनः	गायत्री	इन्द्राग्नी	षड्जः
१५८५	ओ३म् इमं मे वरुण श्रुधी हवमद्या च मृडय। त्वामवस्युरा चके॥१५८५	शुनः शेप आजीगर्तिः	गायत्री	वरुणः	षड्जः
१५८६	ओ३म् कया त्वं न ऊत्याभि प्र मन्दसे वृषन्। कया स्तोतृभ्य आ भर॥१५८६	सुकक्ष आङ्गिरसः	गायत्री	इन्द्रः	षड्जः
१५९३	ओ३म् उत नो गोषणिं धियमश्वसां वाजसामुत। नृवत्कृणुह्यूतये॥१५९३	भरद्वाजो बार्हस्पत्यः	गायत्री	पूषा	षड्जः
१५९४	ओ३म् शशमानस्य वा नर स्वेदस्य सत्यशवसः। विदा कामस्य वेनतः॥१५९४	गोतमो राहूगणः	गायत्री	मरुतः	षड्जः
१५९५	ओ३म् उप नः सूनवो गिर शृण्वन्त्वमृतस्य ये। सुमृडीका भवन्तु नः॥१५९५	ऋजिश्वा भारद्वाजः	गायत्री	विश्वेदेवाः	षड्जः
१५९६	ओ३म् प्र वां महि द्यवी अभ्युपस्तुतिं भरामहे। शुची उप प्रशस्तये॥१५९६	वामदेवो गौतमः	गायत्री	द्यावापृथिवी	षड्जः
१५९७	ओ३म् पुनाने तन्वा मिथ स्वेन दक्षेण राजथः। ऊह्याथे सनादृतम्॥१५९७	वामदेवो गौतमः	गायत्री	द्यावापृथिवी	षड्जः
१५९८	ओ३म् मही मित्रस्य साधथस्तरन्ती पिप्रती ऋतम्। परि यज्ञं नि षेदथुः॥१५९८	वामदेवो गौतमः	गायत्री	द्यावापृथिवी	षड्जः
१५९९	ओ३म् अयमु ते समतसि कपोत इव गर्भधिम्। वचस्तच्चिन्न ओहसे॥१५९९	शुनः शेप आजीगर्तिः	गायत्री	इन्द्रः	षड्जः
१६००	ओ३म् स्तोत्र राधानां पते गिर्वाहो वीर यस्य ते। विभूतिरस्तु सूनृता॥१६००	शुनः शेप आजीगर्तिः	गायत्री	इन्द्रः	षड्जः
१६०१	ओ३म् ऊर्ध्वस्तिष्ठा न ऊतयेऽस्मिन्वाजे शतक्रतो। समन्येषु ब्रवावहै॥१६०१	शुनः शेप आजीगर्तिः	गायत्री	इन्द्रः	षड्जः
१६०२	ओ३म् गाव उप वदावटे महि यज्ञस्य रप्सुदा। उभा कर्णा हिरण्यया॥१६०२	हर्यतः प्रागाथः	गायत्री	अग्निः हर्वीषि वा	षड्जः
१६०३	ओ३म् अभ्यारमिदद्रयो निषिक्तं पुष्करे मधु। अवटस्य विसर्जने॥१६०३	हर्यतः प्रागाथः	गायत्री	अग्निः हर्वीषि वा	षड्जः
१६०४	ओ३म् सिञ्चन्ति नमसावटमुच्चाचक्रं परिज्मानम्। नीचीनबारमक्षितम्॥१६०४	हर्यतः प्रागाथः	गायत्री	अग्निः हर्वीषि वा	षड्जः
१६१७	ओ३म् विश्वेभिरग्ने अग्निभिरिमं यज्ञमिदं वच। चनो घाः सहसा यहो॥१६१७	शुनः शेप आजीगर्तिः	गायत्री	अग्निः	षड्जः
१६१८	ओ३म् यच्चिद्धि शश्वता तना देवंदेवं यजामहे। त्वे इद्धूयते हवि॥१६१८	शुनः शेप आजीगर्तिः	गायत्री	अग्निः	षड्जः
१६१९	ओ३म् प्रियो नो अस्तु विश्पतिर्होता मन्द्रो वरेण्यः। प्रिया स्वग्नयो वयम्॥१६१९	शुनः शेप आजीगर्तिः	गायत्री	अग्निः	षड्जः
१६२०	ओ३म् इन्द्रं वो विश्वतस्परि हवामहे जनेभ्यः। अस्माकमस्तु केवलः ॥१६२०	मधुच्छन्दा वैश्वामित्रः	गायत्री	इन्द्रः	षड्जः
१६२१	ओ३म् स नो वृषन्नमुं चरु सत्रादावन्नपा वृधि। अस्मभ्यमप्रतिष्कुतः॥१६२१	मधुच्छन्दा वैश्वामित्रः	गायत्री	इन्द्रः	षड्जः
१६२२	ओ३म् बृषा यूथेव वसगः कृष्टीरियर्त्योजसा। ईशानो अप्रतिष्कुतः॥१६२२	मधुच्छन्दा वैश्वामित्रः	गायत्री	इन्द्रः	षड्जः
१६३४	ओ३म् अश्वं न त्वा वारवन्तं वन्दध्या अग्निं नमोभिः। सम्राजन्तमध्वराणाम्॥१६३४	शुनः शेप आजीगर्तिः	गायत्री	अग्निः	षड्जः
१६३५	ओ३म् स घा नः सूनु शवसा पृथुप्रगामा सुशेव। मीढ्वा अस्माकं बभूयात्॥१६३५	शुनः शेप आजीगर्तिः	गायत्री	अग्निः	षड्जः
१६३६	ओ३म् स नो दूराच्चासाच्च नि मर्त्यादघायो। पाहि सदमिद्विश्वायु॥१६३६	शुनः शेप आजीगर्तिः	गायत्री	अग्निः	षड्जः
१६३९	ओ३म् यज्ञ इन्द्रमवर्धयद्यद्भूमिं व्यवर्तयत्। चक्राण ओपशं दिवि॥१६३९	गोषूक्त्यश्वसूक्तिनौ काण्वायनौ	गायत्री	इन्द्रः	षड्जः
१६४०	ओ३म् व्या३न्तरिक्षमतिरन्मदे सोमस्य रोचना। इन्द्रो यदभिनद्वलम्॥१६४०	गोषूक्त्यश्वसूक्तिनौ काण्वायनौ	गायत्री	इन्द्रः	षड्जः
१६४१	ओ३म् उद्गा आजदङ्गिरोभ्य आविष्कृण्वन्गुहा सती। अर्वाञ्चं नुनुदे वलम्॥१६४१	गोषूक्त्यश्वसूक्तिनौ काण्वायनौ	गायत्री	इन्द्रः	षड्जः
१६४२	ओ३म् त्यमु वः सत्रासाहं विश्वासु गीर्ष्वायतम्। आ च्यावयस्यूतये॥१६४२	श्रुतकक्षः सुकक्षो वा आङ्गिरसः	गायत्री	इन्द्रः	षड्जः
१६४३	ओ३म् युध्म सन्तमनर्वाण सोमपामनपच्युतम्। नरमवार्यक्रतुम्॥१६४३	श्रुतकक्षः सुकक्षो वा आङ्गिरसः	गायत्री	इन्द्रः	षड्जः
१६४४	ओ३म् शिक्षा ण इन्द्र राय आ पुरु विद्वा ऋचीषम। अवा न पार्ये धने॥१६४४	श्रुतकक्षः सुकक्षो वा आङ्गिरसः	गायत्री	इन्द्रः	षड्जः
१६४८	ओ३म् नमस्ते अग्न ओजसे गृणन्ति देव कृष्टय। अमैरमित्रमर्दय॥१६४८	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१६४९	ओ३म् कुवित्सु नो गविष्टयेऽग्ने संवेषिषो रयिम्। उरुकृदुरु णस्कृधि॥१६४९	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१६५०	ओ३म् मा नो अग्ने महाधने परा वर्ग्भारभृद्यथा। संवर्ग स रयिं जय॥१६५०	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१६५१	ओ३म् समस्य मन्यवे विशो विश्वा नमन्त कृष्टय। समुद्रायेव सिन्धवः॥१६५१	वत्सः काण्वः	गायत्री	इन्द्रः	षड्जः
१६५२	ओ३म् वि चिद्वृत्रस्य दोधत शिरो बिभेद वृष्णिना। वज्रेण शतपर्वणा॥१६५२	वत्सः काण्वः	गायत्री	इन्द्रः	षड्जः
१६५३	ओ३म् ओजस्तदस्य तित्विष उभे यत्समवर्त्तयत्। इन्द्रश्चर्मेव रोदसी॥१६५३	वत्सः काण्वः	गायत्री	इन्द्रः	षड्जः
१६५४	ओ३म् सुमन्मा वस्वी रन्ती सूनरी॥१६५४	शुनः शेप आजीगर्तिः	एक पंक्ति गायत्री	इन्द्रः	षड्जः
१६५५	ओ३म् सरूप वृषन्ना गहीमौ भद्रौ धुर्यावभि। ताविमा उप सर्पतः॥१६५५	शुनः शेप आजीगर्तिः	गायत्री	इन्द्रः	षड्जः
१६५६	ओ३म् नीव शीर्षाणि मृढ्वं मध्य आपस्य तिष्ठति। शृङ्गेभिर्दशभिर्दिशन्॥१६५६	शुनः शेप आजीगर्तिः	गायत्री	इन्द्रः	षड्जः
१६५७	ओ३म् पन्यंपन्यमित्सोतार आ धावत मद्याय। सोमं वीराय शूराय॥१६५७	मेधातिथि काण्वः प्रियमेधश्चाङ्गिरसः	गायत्री	इन्द्रः	षड्जः
१६५८	ओ३म् एह हरी ब्रह्मयुजा शग्मा वक्षत सखायम्। इन्द्रं गीर्भिर्गिर्वणसम्॥१६५८	मेधातिथि काण्वः प्रियमेधश्चाङ्गिरसः	गायत्री	इन्द्रः	षड्जः
१६५९	ओ३म् पाता वृत्रहा सुतमा घा गमन्नारे अस्मत्। नि यमते शतमूतिः॥१६५९	मेधातिथि काण्वः प्रियमेधश्चाङ्गिरसः	गायत्री	इन्द्रः	षड्जः
१६६०	ओ३म् आ त्वा विशन्त्विन्दवः समुद्रमिव सिन्धवः। न त्वामिन्द्राति रिच्यते॥१६६०	श्रुतकक्षः सुकक्षो वा आङ्गिरसः	गायत्री	इन्द्रः	षड्जः
१६६१	ओ३म् विव्यक्थ महिना वृषन्भक्ष सोमस्य जागृवे। य इन्द्र जठरेषु ते॥१६६१	श्रुतकक्षः सुकक्षो वा आङ्गिरसः	गायत्री	इन्द्रः	षड्जः
१६६२	ओ३म् अरं त इन्द्र कुक्षये सोमो भवतु वृत्रहन्। अरं धामभ्य इन्दवः॥१६६२	श्रुतकक्षः सुकक्षो वा आङ्गिरसः	गायत्री	इन्द्रः	षड्जः
१६६३	ओ३म् जराबोध तद्विविड्ढि विशेविशे यज्ञियाय। स्तोम रुद्राय दृशीकम्॥१६६३	शुनः शेप आजीगर्तिः	गायत्री	अग्निः	षड्जः
१६६४	ओ३म् स नो महा अनिमानो धूमकेतुः पुरुश्चन्द्र। धिये वाजाय हिन्वतु॥१६६४	शुनः शेप आजीगर्तिः	गायत्री	अग्निः	षड्जः
१६६५	ओ३म् स रेवा इव विश्पतिर्दैव्य केतु शृणोतु नः। उक्थैरग्निर्बृहद्भानुः॥१६६५	शुनः शेप आजीगर्तिः	गायत्री	अग्निः	षड्जः
१६६६	ओ३म् तद्वो गाय सुते सचा पुरुहूताय सत्वने। शं यद्गवे न शाकिने॥१६६६	शंयुर्बार्हस्पत्यः	गायत्री	इन्द्रः	षड्जः
१६६७	ओ३म् न घा वसुर्नि यमते दानं वाजस्य गोमतः। यत्सीमुपश्रवद्गिर॥१६६७	शंयुर्बार्हस्पत्यः	गायत्री	इन्द्रः	षड्जः
१६६८	ओ३म् कुवित्सस्य प्र हि व्रजं गोमन्तं दस्युहा गमत्। शचीभिरप नो वरत्॥१६६८	शंयुर्बार्हस्पत्यः	गायत्री	इन्द्रः	षड्जः
१६६९	ओ३म् इदं विष्णुर्वि चक्रमे त्रेधा नि दधे पदम्। समूढमस्य पासुले॥१६६९	मेधातिथिः काण्वः	गायत्री	विष्णुः	षड्जः
१६७०	ओ३म् त्रीणि पदा वि चक्रमे विष्णुर्गोपा अदाभ्यः। अतो धर्माणि धारयन्॥१६७०	मेधातिथिः काण्वः	गायत्री	विष्णुः	षड्जः
१६७१	ओ३म् विष्णो कर्माणि पश्यत यतो व्रतानि पस्पशे। इन्द्रस्य युज्य सखा॥१६७१	मेधातिथिः काण्वः	गायत्री	विष्णुः	षड्जः
१६७२	ओ३म् तद्विष्णो परमं पद सदा पश्यन्ति सूरय। दिवीव चक्षुराततम्॥१६७२	मेधातिथिः काण्वः	गायत्री	विष्णुः	षड्जः
१६७३	ओ३म् तद्विप्रासो विपन्युवो जागृवास समिन्धते। विष्णोर्यत्परमं पदम्॥१६७३	मेधातिथिः काण्वः	गायत्री	विष्णुः	षड्जः
१६७४	ओ३म् अतो देवा अवन्तु नो यतो विष्णुर्विचक्रमे। पृथिव्या अधि सानवि॥१६७४	मेधातिथिः काण्वः	गायत्री	देवा वा	षड्जः
१६९३	ओ३म् इन्द्राग्नी रोचना दिव परि वाजेषु भूषथः। तद्वां चेति प्र वीर्यम्॥१६९३	विश्वामित्रः प्रागाथः	गायत्री	इन्द्राग्नी	षड्जः
१६९४	ओ३म् इन्द्राग्नी अपसस्पर्युप प्र यन्ति धीतयः। ऋतस्य पथ्या अनु॥१६९४	विश्वामित्रः प्रागाथः	गायत्री	इन्द्राग्नी	षड्जः
१६९५	ओ३म् इन्द्राग्नी तविषाणि वाम् सधस्थानि प्रयाँसि च। युवोरप्तूर्यं हितम्॥१६९५	विश्वामित्रः प्रागाथः	गायत्री	इन्द्राग्नी	षड्जः
१६९९	ओ३म् पवमाना असृक्षत सोमा शुक्रास इन्दवः। अभि विश्वानि काव्या॥१६९९	निध्रुविः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
१७००	ओ३म् पवमाना दिवस्पर्यन्तरिक्षादसृक्षत। पृथिव्या अधि सानवि॥१७००	निध्रुविः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
१७०१	ओ३म् पवमानास आशव शुभ्रा असृग्रमिन्दवः। घ्नन्तो विश्वा अप द्विष॥१७०१	निध्रुविः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
१७०२	ओ३म् तोशा वृत्रहणा हुवे सजित्वानापराजिता। इन्द्राग्नी वाजसातमा॥१७०२	विश्वामित्रः प्रागाथः	गायत्री	इन्द्राग्नी	षड्जः
१७०३	ओ३म् प्र वामर्चन्त्युक्थिनो नीथाविदो जरितारः। इन्द्राग्नी इष आ वृणे॥१७०३	विश्वामित्रः प्रागाथः	गायत्री	इन्द्राग्नी	षड्जः
१७०४	ओ३म् इन्द्राग्नी नवतिं पुरो दासपत्नीरधूनुतम्। साकमेकेन कर्मणा॥१७०४	विश्वामित्रः प्रागाथः	गायत्री	इन्द्राग्नी	षड्जः
१७०५	ओ३म् उप त्वा रण्वसंदृशं प्रयस्वन्तः सहस्कृत। अग्ने ससृज्महे गिर॥१७०५	भरद्वाजो बार्हस्पत्यः	गायत्री	अग्निः	षड्जः
१७०६	ओ३म् उप च्छायामिव घृणेरगन्म शर्म ते वयम्। अग्ने हिरण्यसन्दृशः॥१७०६	भरद्वाजो बार्हस्पत्यः	गायत्री	अग्निः	षड्जः
१७०७	ओ३म् य उग्र इव शर्यहा तिग्मशृङ्गो न वसगः। अग्ने पुरो रुरोजिथ॥१७०७	भरद्वाजो बार्हस्पत्यः	गायत्री	अग्निः	षड्जः
१७०८	ओ३म् ऋतावानं वैश्वानरमृतस्य ज्योतिषस्पतिम्। अजस्रं घर्ममीमहे॥१७०८	भरद्वाजो बार्हस्पत्यः	गायत्री	अग्निः	षड्जः
१७०९	ओ३म् य इदं प्रतिपप्रथे यज्ञस्य स्वरुत्तिरन्। ऋतूनुत्सृजते वशी॥१७०९	भरद्वाजो बार्हस्पत्यः	गायत्री	अग्निः	षड्जः
१७१०	ओ३म् अग्नि प्रियेषु धामसु कामो भूतस्य भव्यस्य। सभ्राडेको विराजति॥१७१०	भरद्वाजो बार्हस्पत्यः	गायत्री	अग्निः	षड्जः
१७११	ओ३म् अग्नि प्रत्नेन जन्मना शुम्भानस्तन्वा३ स्वाम्। कविर्विप्रेण वावृधे॥१७११	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१७१२	ओ३म् ऊर्ज्जो नपातमा हुवेऽग्निं पावकशोचिषम्। अस्मिन्यज्ञे स्वध्वरे॥१७१२	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१७१३	ओ३म् स नो मित्रमहस्त्वमग्ने शुक्रेण शोचिषा। देवैरा सत्सि बर्हिषि॥१७१३	विरूप आङ्गिरसः	गायत्री	अग्निः	षड्जः
१७१४	ओ३म् उत्ते शुष्मासो अस्थू रक्षो भिन्दन्तो अद्रिवः। नुदस्व या परिस्पृध॥१७१४	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
१७१५	ओ३म् अया निजघ्निरोजसा रथसङ्गे धने हिते। स्तवा अबिभ्युषा हृदा॥१७१५	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
१७१६	ओ३म् अस्य व्रतानि नाधृषे पवमानस्य दूढ्या। रुज यस्त्वा पृतन्यति॥१७१६	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
१७१७	ओ३म् त हिन्वन्ति मदच्युत हरिं नदीषु वाजिनम्। इन्दुमिन्द्राय मत्सरम्॥१७१७	अवत्सारः काश्यपः	गायत्री	पवमानः सोमः	षड्जः
१७२५	ओ३म् प्रति ष्या सूनरी जनी व्युच्छन्ती परि स्वसु। दिवो अदर्शि दुहिता॥१७२५	वामदेवो गौतमः	गायत्री	उषाः	षड्जः
१७२६	ओ३म् अश्वेव चित्रारुषी माता गवामृतावरी। सखा भूदश्विनोरुषा॥१७२६	वामदेवो गौतमः	गायत्री	उषाः	षड्जः
१७२७	ओ३म् उत सखास्यश्विनोरुत माता गवामसि। उतोषो वस्व ईशिषे॥१७२७	वामदेवो गौतमः	गायत्री	उषाः	षड्जः
१७२८	ओ३म् एषो उषा अपूर्व्य व्युच्छति प्रिया दिव। स्तुषे वामश्विना बृहत्॥१७२८	प्रस्कण्वः काण्वः	गायत्री	अश्विनौ	षड्जः
१७२९	ओ३म् या दस्रा सिन्धुमातरा मनोतरा रयीणाम्। धिया देवा वसुविदा॥१७२९	प्रस्कण्वः काण्वः	गायत्री	अश्विनौ	षड्जः
१७३०	ओ३म् वच्यन्ते वां ककुहासो जूर्णायामधि विष्टपि। यद्वा रथो विभिष्पतात्॥१७३०	प्रस्कण्वः काण्वः	गायत्री	अश्विनौ	षड्जः
